study_id,study_role,analysis_id,analysis_summary,source_metabolite_id,analysis_feature_id,source_reported_name,refmet_name,refmet_id,super_class,main_class,sub_class,mapping_status,mapping_confidence,mapping_evidence,isotope_internal_standard_row,standard_detection_evidence,row_decision
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367787,ST001521|AN002534|ME367787,TG(49:3),TG 49:3,RM0134254,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367797,ST001521|AN002534|ME367797,TG(50:0),TG 50:0,RM0134260,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367796,ST001521|AN002534|ME367796,TG(50:1),TG 50:1,RM0134221,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367795,ST001521|AN002534|ME367795,TG(50:2),TG 50:2,RM0138778,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367794,ST001521|AN002534|ME367794,TG(50:3),TG 50:3,RM0134227,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367793,ST001521|AN002534|ME367793,TG(50:4),TG 50:4,RM0134255,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367792,ST001521|AN002534|ME367792,TG(50:5),TG 50:5,RM0110469,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367791,ST001521|AN002534|ME367791,TG(50:6),TG 50:6,RM0070875,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367801,ST001521|AN002534|ME367801,TG(51:0),TG 51:0,RM0114330,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367800,ST001521|AN002534|ME367800,TG(51:1),TG 51:1,RM0134230,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367799,ST001521|AN002534|ME367799,TG(51:2),TG 51:2,RM0134229,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367798,ST001521|AN002534|ME367798,TG(51:3),TG 51:3,RM0134228,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367809,ST001521|AN002534|ME367809,TG(52:0),TG 52:0,RM0134311,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367808,ST001521|AN002534|ME367808,TG(52:1),TG 52:1,RM0062103,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367807,ST001521|AN002534|ME367807,TG(52:2),TG 52:2,RM0134232,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367806,ST001521|AN002534|ME367806,TG(52:3),TG 52:3,RM0134220,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367805,ST001521|AN002534|ME367805,TG(52:4),TG 52:4,RM0134219,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367804,ST001521|AN002534|ME367804,TG(52:5),TG 52:5,RM0134231,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367803,ST001521|AN002534|ME367803,TG(52:6),TG 52:6,RM0134261,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367802,ST001521|AN002534|ME367802,TG(52:7),TG 52:7,RM0134292,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367811,ST001521|AN002534|ME367811,TG(53:2),TG 53:2,RM0025657,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367810,ST001521|AN002534|ME367810,TG(53:3),TG 53:3,RM0067080,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367822,ST001521|AN002534|ME367822,TG(54:1),TG 54:1,RM0138781,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367812,ST001521|AN002534|ME367812,TG(54:10),TG 54:10,RM0107940,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367821,ST001521|AN002534|ME367821,TG(54:2),TG 54:2,RM0116159,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367820,ST001521|AN002534|ME367820,TG(54:3),TG 54:3,RM0134218,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367819,ST001521|AN002534|ME367819,TG(54:4),TG 54:4,RM0134236,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367818,ST001521|AN002534|ME367818,TG(54:5),TG 54:5,RM0134235,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367817,ST001521|AN002534|ME367817,TG(54:6),TG 54:6,RM0062063,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367816,ST001521|AN002534|ME367816,TG(54:7),TG 54:7,RM0134234,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367814,ST001521|AN002534|ME367814,TG(54:8)_A,TG 54:8,RM0024990,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367815,ST001521|AN002534|ME367815,TG(54:8)_B,TG 54:8,RM0024990,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367813,ST001521|AN002534|ME367813,TG(54:9),TG 54:9,RM0134213,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367824,ST001521|AN002534|ME367824,TG(55:2),TG 55:2,RM0134272,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367823,ST001521|AN002534|ME367823,TG(55:3),TG 55:3,RM0134273,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367835,ST001521|AN002534|ME367835,TG(56:1),TG 56:1,RM0116158,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367825,ST001521|AN002534|ME367825,TG(56:10),TG 56:10,RM0134262,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367834,ST001521|AN002534|ME367834,TG(56:2),TG 56:2,RM0134274,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367833,ST001521|AN002534|ME367833,TG(56:3),TG 56:3,RM0116157,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367832,ST001521|AN002534|ME367832,TG(56:4),TG 56:4,RM0110468,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367830,ST001521|AN002534|ME367830,TG(56:5)_A,TG 56:5,RM0138779,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367831,ST001521|AN002534|ME367831,TG(56:5)_B,TG 56:5,RM0138779,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367829,ST001521|AN002534|ME367829,TG(56:6),TG 56:6,RM0110466,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367828,ST001521|AN002534|ME367828,TG(56:7),TG 56:7,RM0134241,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367827,ST001521|AN002534|ME367827,TG(56:8),TG 56:8,RM0134240,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367826,ST001521|AN002534|ME367826,TG(56:9),TG 56:9,RM0134239,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367837,ST001521|AN002534|ME367837,TG(58:10),TG 58:10,RM0134242,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367836,ST001521|AN002534|ME367836,TG(58:11),TG 58:11,RM0134282,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367841,ST001521|AN002534|ME367841,TG(58:6),TG 58:6,RM0134246,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367840,ST001521|AN002534|ME367840,TG(58:7),TG 58:7,RM0134245,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367839,ST001521|AN002534|ME367839,TG(58:8),TG 58:8,RM0134244,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367838,ST001521|AN002534|ME367838,TG(58:9),TG 58:9,RM0134243,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002534,Reversed phase POSITIVE ION MODE,ME367842,ST001521|AN002534|ME367842,TG(60:12),TG 60:12,RM0134285,Glycerolipids,Triradylglycerols,TAG,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002535,HILIC NEGATIVE ION MODE,ME367858,ST001521|AN002535|ME367858,2-Hydroxy-3-methyl-pentanoic acid,2-Hydroxy-3-methyl-pentanoic acid,RM0155806,Fatty Acyls,Fatty acids,Hydroxy FA,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002535,HILIC NEGATIVE ION MODE,ME367863,ST001521|AN002535|ME367863,2-Hydroxybutyric acid/3-Hydroxybutyric acid,,,Unclassified,Unclassified,Unclassified,unmapped_no_refmet_name,not mapped,MW /data refmet_name; no exact classification-cache match,False,No explicit stable-isotope suffix detected,Retain for within-study PCA; omit from RefMet overlap
ST001521,diet,AN002535,HILIC NEGATIVE ION MODE,ME367900,ST001521|AN002535|ME367900,2-Hydroxyglutaric acid,2-Hydroxyglutaric acid,RM0153554,Fatty Acyls,Fatty acids,Dicarboxylic acids,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002535,HILIC NEGATIVE ION MODE,ME367911,ST001521|AN002535|ME367911,2-Phosphoglyceric acid,2-Phosphoglyceric acid,RM0136217,Organic acids,Short-chain acids,Short-chain acids,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002535,HILIC NEGATIVE ION MODE,ME367906,ST001521|AN002535|ME367906,3-Carboxy-4-methyl-5-propyl-2-furanpropanoic acid,3-Carboxy-4-methyl-5-propyl-2-furanpropanoic acid,RM0134984,Fatty Acyls,Fatty acids,Heterocyclic FA,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002535,HILIC NEGATIVE ION MODE,ME367880,ST001521|AN002535|ME367880,3-Indolepropionic acid,3-Indolepropionic acid,RM0136180,Alkaloids,Tryptophan alkaloids,Indolecarboxylic acids,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002535,HILIC NEGATIVE ION MODE,ME367857,ST001521|AN002535|ME367857,3-Methyl-2-oxovaleric acid/Ketoleucine,,,Unclassified,Unclassified,Unclassified,unmapped_no_refmet_name,not mapped,MW /data refmet_name; no exact classification-cache match,False,No explicit stable-isotope suffix detected,Retain for within-study PCA; omit from RefMet overlap
ST001521,diet,AN002535,HILIC NEGATIVE ION MODE,ME367892,ST001521|AN002535|ME367892,3-Methyladipic acid/Pimelic acid,,,Unclassified,Unclassified,Unclassified,unmapped_no_refmet_name,not mapped,MW /data refmet_name; no exact classification-cache match,False,No explicit stable-isotope suffix detected,Retain for within-study PCA; omit from RefMet overlap
ST001521,diet,AN002535,HILIC NEGATIVE ION MODE,ME367856,ST001521|AN002535|ME367856,3-Methylxanthine,3-Methylxanthine,RM0157839,Nucleic acids,Purines,Xanthines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002535,HILIC NEGATIVE ION MODE,ME367913,ST001521|AN002535|ME367913,3-Phosphoglyceric acid,3-Phosphoglyceric acid,RM0136842,Organic acids,Short-chain acids,Short-chain acids,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002535,HILIC NEGATIVE ION MODE,ME367875,ST001521|AN002535|ME367875,"4,5-Dihydroorotic acid","4,5-Dihydroorotic acid",RM0132232,Organic acids,Amino acids and peptides,Amino acids,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002535,HILIC NEGATIVE ION MODE,ME367882,ST001521|AN002535|ME367882,4-Hydroxymandelic acid/Homogentisic acid,,,Unclassified,Unclassified,Unclassified,unmapped_no_refmet_name,not mapped,MW /data refmet_name; no exact classification-cache match,False,No explicit stable-isotope suffix detected,Retain for within-study PCA; omit from RefMet overlap
ST001521,diet,AN002535,HILIC NEGATIVE ION MODE,ME367864,ST001521|AN002535|ME367864,4-Pyridoxic acid,4-Pyridoxic acid,RM0030084,Alkaloids,Pyridine alkaloids,Nicotinic acid alkaloids,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002535,HILIC NEGATIVE ION MODE,ME367914,ST001521|AN002535|ME367914,ADP,ADP,RM0032913,Nucleic acids,Purines,Purine rNDP,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002535,HILIC NEGATIVE ION MODE,ME367896,ST001521|AN002535|ME367896,Adipic acid,Adipic acid,RM0149937,Fatty Acyls,Fatty acids,Dicarboxylic acids,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002535,HILIC NEGATIVE ION MODE,ME367889,ST001521|AN002535|ME367889,Aminoadipic acid,Aminoadipic acid,RM0049220,Organic acids,Amino acids and peptides,Amino acids,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002535,HILIC NEGATIVE ION MODE,ME367888,ST001521|AN002535|ME367888,Aspartic acid,Aspartic acid,RM0135905,Organic acids,Amino acids and peptides,Amino acids,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002535,HILIC NEGATIVE ION MODE,ME367899,ST001521|AN002535|ME367899,Azelaic acid,Azelaic acid,RM0153048,Fatty Acyls,Fatty acids,Dicarboxylic acids,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST001521,diet,AN002535,HILIC NEGATIVE ION MODE,ME367860,ST001521|AN002535|ME367860,Caprylic acid,Caprylic acid,RM0134956,Fatty Acyls,Fatty acids,Saturated FA,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
